"Word","Frequency"
"holiday",249
"holy",127
"homeless",245
"homesick",207
"homework",93
"honest",58
"honesty",207
"honey",1
"honor",177
"honorable",1
"honored",177
"hood",282
"hooked",1
"hope",280
"hopeful",184
"hopeless",207
"horde",1
"horizon",64
"horrendous",16
"horrible",6
"horribly",93
"horrid",146
"horrific",284
"horrified",249
"horrify",1
"horrifying",227
"horror",172
"horrors",93
"horse",160
"hospice",1
"hospitable",1
"hospital",156
"hospitality",147
"hostile",93
"hot",132
"hottest",231
"household",94
"hubris",1
"hug",211
"hum",1
"humane",207
"humanitarian",80
"humanity",272
"humble",16
"humbled",99
"humility",146
"humming",1
"humor",231
"humour",64
"hungry",26
"hunting",146
"hurricane",177
"hurried",1
"hurry",16
"hurt",220
"hurtful",1
"hurting",189
"hurts",213
"hustler",1
"hut",1
"hype",1
"hyperbole",1
"hypocrisy",93
"hypocrite",231
"hypocrites",146
"hypocritical",93
"ideal",177
"idiocy",207
"idiot",155
"idiotic",207
"idiots",99
"idle",1
"idling",1
"ignorance",48
"ignorant",135
"ignore",87
"ignored",37
"ignores",1
"ignoring",16
"ill",37
"illegal",249
"illegitimate",93
"illiterate",93
"illness",135
"illusion",93
"illustrate",93
"illustrious",1
"imaginary",1
"immaterial",1
"immature",93
"immediately",292
"immense",64
"immigrant",1
"imminent",200
"impart",1
"impassable",93
"impatient",1
"impede",1
"impending",1
"imperative",266
"impolite",1
"importance",192
"important",157
"impose",1
"imposed",93
"imposing",1
"impossible",127
"impotent",1
"impound",1
"impress",207
"impressed",235
"impression",177
"impressive",155
"impressively",1
"improve",64
"improved",122
"improvement",93
"improvements",1
"improves",177
"improving",48
"impulsive",1
"inaccessible",1
"inaccurate",266
"inaction",146
"inactions",1
"inadvertently",93
"inappropriate",207
"inappropriately",1
"inaugural",177
"incase",231
"incendiary",177
"incessant",1
"incessantly",1
"incidences",1
"incident",87
"incidents",37
"incline",1
"include",272
"included",169
"including",157
"inclusion",1
"income",114
"incomparable",1
"incompetence",93
"incompetent",1
"incomprehensible",146
"inconsequential",1
"inconsiderate",146
"inconsistency",1
"incontinence",1
"inconvenience",93
"incorrect",177
"incorrectly",93
"increase",178
"incredible",119
"incredibly",259
"indefinitely",207
"indictable",1
"indifference",1
"indiscriminately",1
"indomitable",93
"indulgence",1
"ineffective",93
"ineptitude",1
"inequality",1
"inescapable",1
"inevitable",93
"infamous",1
"infant",48
"infection",1
"infectious",1
"inferno",222
"infinite",93
"infirm",1
"inflict",1
"inflicted",146
"influence",207
"inform",2
"information",226
"informative",266
"informer",1
"infuriating",93
"ingenuity",1
"inhibit",93
"inhuman",93
"inhumane",1
"injection",1
"injured",2
"injures",1
"injuries",265
"injury",64
"innocence",1
"innocent",207
"innovation",146
"innovations",1
"innovative",93
"inquiry",1
"insane",9
"insanely",1
"insanity",266
"insensible",1
"insensitive",99
"insensitivity",93
"insightful",249
"insignificant",146
"insist",93
"insisted",1
"insisting",1
"insists",1
"inspiration",106
"inspirational",207
"inspire",249
"inspired",87
"inspiring",211
"install",93
"instantly",249
"institute",1
"instructions",149
"instructor",177
"insulation",1
"insult",249
"insulted",1
"insulting",1
"insults",1
"intact",52
"integral",93
"integrated",177
"integrity",282
"intelligence",1
"intelligent",146
"intend",207
"intended",93
"intense",245
"intentional",1
"intercession",93
"interdiction",93
"interest",106
"interested",182
"interesting",166
"interests",93
"interfere",1
"interim",146
"interior",1
"intermission",1
"interrupt",93
"interrupted",93
"interruption",93
"interrupts",1
"intervention",207
"intestinal",146
"intimate",1
"intimidating",93
"intolerant",1
"intrepid",146
"intrusion",1
"intuitive",1
"inundate",1
"invalid",1
"invaluable",93
"invasion",1
"invent",93
"invented",93
"investigate",177
"investigated",26
"investigates",146
"investigating",48
"investigation",272
"investigations",231
"invincible",1
"invisible",1
"invitation",146
"invite",73
"inviting",207
"involvement",249
"irate",1
"ire",93
"irks",1
"ironic",2
"ironies",1
"irony",99
"irrational",1
"irrelevant",231
"irreplaceable",146
"irresponsible",266
"irritant",1
"irritating",1
"isolated",80
"isolation",146
"issue",287
"issues",23
"itchy",1
"jab",1
"jackpot",93
"jail",231
"jam",37
"jarring",93
"jaws",1
"jeopardize",1
"jeopardy",146
"jerk",282
"jerky",146
"job",205
"jobless",207
"john",1
"join",70
"joined",195
"joke",80
"joking",177
"journalism",106
"journalist",73
"journey",186
"joy",87
"joyful",93
"judgment",207
"judicious",1
"jump",141
"junk",146
"jurisdiction",146
"jurisdictions",207
"jury",93
"justice",2
"keen",146
"kennel",127
"kick",114
"kicking",118
"kill",207
"killed",243
"killer",1
"killing",26
"kills",207
"kind",89
"kindly",177
"kindness",69
"king",106
"kiss",1
"kite",1
"kitten",1
"knock",177
"knowing",246
"knowledge",2
"knowledgeable",1
"kudos",169
"label",146
"labor",1
"lace",93
"lack",147
"lacking",207
"lacks",1
"lag",1
"lair",94
"lamb",1
"lame",177
"land",295
"landed",118
"lapse",64
"lapsed",1
"larger",243
"laser",177
"late",33
"laud",1
"laugh",147
"laughable",1
"laughing",249
"laughter",177
"launch",16
"laundering",1
"law",169
"lawsuits",1
"lawyer",231
"lawyers",37
"lax",146
"layoffs",58
"lazy",249
"lead",270
"leader",276
"leadership",17
"leading",176
"leads",147
"league",282
"leak",93
"leaking",93
"lean",146
"learn",244
"learning",48
"leave",187
"lecturer",1
"led",149
"legal",149
"legally",231
"legendary",16
"legislate",1
"legislation",1
"legislative",1
"legislature",249
"leisure",207
"lemon",93
"lender",146
"lengthy",93
"lessen",249
"lesser",1
"lesson",16
"lethargic",1
"letter",186
"level",242
"leverage",177
"levity",146
"levy",1
"liability",1
"liable",146
"liaison",1
"liars",1
"libel",1
"liberal",93
"library",99
"lie",282
"lied",207
"lies",37
"lifesaver",93
"lighter",266
"lightning",276
"like",63
"liked",73
"likes",2
"liking",177
"limit",127
"limitation",1
"limited",189
"limiting",1
"limits",80
"lines",60
"linger",93
"lingering",1
"liquor",266
"litter",16
"loaf",1
"lodging",270
"logical",146
"lone",177
"long",187
"longing",1
"loom",93
"loose",58
"loot",146
"lord",282
"lose",283
"loser",93
"losers",1
"loses",122
"losing",5
"loss",102
"losses",259
"lost",288
"lottery",93
"loud",177
"lounge",1
"lousy",146
"love",251
"loved",49
"lovely",147
"lover",1
"loves",80
"loving",48
"lower",106
"lowest",93
"lowly",1
"loyal",177
"loyalty",146
"luck",35
"lucky",174
"lump",177
"lunacy",1
"lurking",94
"luxurious",1
"luxury",146
"lying",93
"machine",177
"mad",37
"madly",1
"madness",2
"magic",177
"magical",93
"magnet",1
"magnificent",146
"mail",178
"main",227
"maintenance",249
"majeure",231
"major",34
"majority",174
"makeshift",177
"malaria",1
"manage",80
"management",6
"mandate",146
"mandatory",156
"manipulation",1
"manners",1
"marked",249
"marriage",177
"marshal",93
"martial",1
"marvel",1
"marvellous",1
"massacre",1
"massage",106
"master",231
"masterful",1
"mate",1
"maternal",93
"maximum",177
"may",216
"maybe",3
"mayor",270
"meaningful",231
"meaningless",1
"meanness",1
"measure",207
"measured",87
"medal",177
"mediated",1
"medical",259
"meditate",1
"melancholy",1
"melodramatic",1
"memorable",1
"menace",37
"menacing",1
"merciful",93
"mercy",64
"merge",146
"merit",1
"mess",37
"messed",177
"messenger",1
"messing",1
"meticulously",1
"mettle",1
"midwife",1
"might",82
"mighty",1
"military",5
"militia",1
"mill",80
"mindful",231
"mindfulness",1
"mindless",146
"minimize",93
"minimum",73
"ministry",177
"minority",231
"miracle",135
"miracles",249
"miraculous",93
"miraculously",146
"mischief",177
"miscommunication",1
"misery",1
"misfortune",146
"misguided",231
"misinformation",2
"misinterpreted",1
"mislabelled",146
"misleading",2
"mismanagement",93
"misplaced",93
"misread",1
"miss",232
"missed",235
"misses",231
"missing",290
"mist",1
"mistake",87
"mistaken",1
"mistakenly",1
"mistakes",177
"misunderstand",1
"misunderstanding",1
"misunderstood",93
"mob",1
"mobile",227
"mock",93
"mocked",1
"mocking",231
"model",2
"moderate",249
"modern",266
"modest",231
"momentous",1
"momentum",146
"monetary",155
"money",230
"monopoly",1
"monsoon",93
"monster",149
"monstrous",207
"monument",146
"monumental",177
"moral",266
"morality",1
"morals",1
"morbid",1
"morn",26
"moron",177
"moronic",1
"morons",177
"mortgage",118
"mortifying",1
"mosque",114
"mother",208
"motion",37
"mountain",177
"mourn",207
"mournful",1
"mourning",1
"mouth",94
"muck",1
"mud",1
"mudslinging",1
"mug",93
"mum",146
"mumble",1
"mundane",146
"murder",93
"music",261
"musical",93
"muss",1
"mutual",1
"mystery",93
"myth",64
"nag",1
"naive",1
"nameless",1
"nap",249
"napkin",93
"nastiness",1
"nasty",122
"nation",186
"nauseous",1
"navigable",1
"nearly",253
"neat",146
"necessity",177
"needless",1
"needlessly",1
"needy",93
"negate",1
"negative",16
"negatively",93
"negativity",93
"neglected",1
"neglecting",1
"neglects",1
"neighbor",231
"neighborhood",184
"nemesis",1
"nerve",207
"nervous",266
"nervously",1
"nest",147
"network",64
"neutral",93
"newcomer",146
"nice",32
"nicely",266
"nicer",1
"nicest",249
"nicotine",1
"nifty",1
"nightmare",200
"nightmarish",1
"nitpick",1
"noble",1
"noise",231
"noisy",1
"nomination",146
"nondisclosure",1
"nonetheless",93
"nonexistent",177
"nonsense",207
"nonsensical",1
"normality",1
"nose",93
"notable",1
"noted",231
"notification",93
"notoriety",1
"notoriously",1
"notwithstanding",93
"nourishment",1
"novo",93
"noxious",1
"nullify",1
"numb",93
"numbers",51
"nurse",207
"nutritious",1
"oasis",1
"obese",1
"obesity",1
"obey",207
"object",93
"objection",1
"objections",1
"objective",177
"obligated",146
"obligations",93
"oblique",1
"obliterated",1
"obliteration",1
"oblivious",93
"obnoxious",1
"obscure",1
"obscured",93
"obscurity",1
"obsession",1
"obsessive",1
"obsolete",1
"obstacles",93
"obstructing",1
"obtuse",1
"obvious",37
"occasional",1
"occupant",1
"occupy",249
"odd",131
"oddity",1
"oddly",146
"offence",146
"offended",1
"offense",1
"offensive",177
"offer",185
"offering",258
"offhand",1
"officer",160
"official",97
"offset",207
"older",177
"ominous",146
"omission",1
"ongoing",287
"onset",1
"onslaught",93
"openness",1
"opera",1
"operation",227
"opinionated",1
"opponent",1
"opportune",1
"opportunistic",1
"opportunities",282
"opportunity",250
"oppose",1
"opposed",207
"opposing",1
"opposition",249
"optimal",93
"optimism",16
"optimist",1
"optimistic",172
"option",203
"optional",146
"ordeal",64
"orderly",149
"organization",122
"organize",99
"organized",131
"ostensibly",1
"oust",93
"outage",207
"outages",37
"outbreak",160
"outcome",266
"outdone",1
"outrage",73
"outraged",231
"outrageous",93
"outshine",1
"outsmart",1
"outstanding",184
"outward",1
"ovation",207
"overage",1
"overages",37
"overburdened",1
"overcast",26
"overcharges",1
"overcharging",1
"overcome",99
"overcomes",1
"overcoming",80
"overdue",93
"overflow",93
"overload",93
"overloaded",93
"overlook",177
"overlooked",207
"overpaid",1
"overpowering",1
"overpriced",146
"overrun",16
"overshadow",1
"oversight",146
"overstate",93
"overtaken",1
"overtakes",93
"overtaking",1
"overtaxed",1
"overtly",1
"overtook",249
"overwhelm",177
"overwhelmed",235
"overwhelming",189
"overwhelmingly",93
"overwhelms",1
"pacific",146
"pad",177
"pain",135
"painful",177
"pains",93
"pales",1
"palliative",1
"palpable",1
"pamper",1
"pampered",93
"pan",1
"panache",177
"pandering",1
"panic",170
"panicked",249
"panicking",146
"para",2
"parade",282
"paradise",1
"paramount",282
"paranoia",1
"paranoid",93
"paraphrase",146
"parasite",1
"pardon",1
"pariah",1
"parliament",1
"parole",146
"partake",1
"participation",93
"partisan",87
"partisans",1
"partner",166
"partnership",2
"passe",249
"passenger",1
"passion",207
"passionate",207
"passionately",1
"passive",146
"pastor",1
"pastry",1
"pasture",26
"patch",64
"pathetic",282
"patience",176
"patient",186
"patiently",146
"patriotic",1
"patrol",37
"patron",207
"pavement",1
"pay",12
"payback",1
"payment",166
"peace",169
"peaceful",177
"peacefully",93
"peacekeepers",1
"peach",93
"pedantic",1
"peeled",1
"peeve",1
"peevish",1
"penalty",146
"pending",177
"perfect",176
"perfection",93
"perfectly",37
"performer",93
"perhaps",80
"peril",207
"perilous",1
"perishable",266
"perished",146
"permission",266
"permitted",146
"permitting",266
"perpetrated",1
"perseverance",231
"persevere",177
"persist",207
"persistent",146
"persisting",93
"persists",177
"personal",6
"personalized",1
"persuade",1
"pertinent",177
"perversely",1
"pet",158
"petition",266
"petroleum",231
"petty",249
"phenomenal",99
"phenomenally",1
"philanthropy",177
"phoenix",64
"physician",93
"pick",109
"picnic",93
"pig",87
"pigeon",1
"pigs",146
"piles",146
"pillow",249
"pilot",169
"pimp",1
"pinch",1
"pine",249
"pity",93
"pivot",1
"plague",1
"plan",194
"planning",41
"player",73
"playground",266
"plea",207
"plead",93
"pleading",93
"pleads",93
"pleas",93
"pleasant",249
"pleasantly",93
"pleased",155
"pleasure",80
"pledge",99
"pledged",266
"pledges",155
"pledging",231
"plight",93
"plot",207
"ploy",1
"plum",1
"plunge",146
"poetic",177
"poignant",26
"pointless",93
"poise",93
"poised",16
"poisoning",231
"poke",1
"police",13
"policy",182
"polite",93
"politic",1
"politics",23
"poll",146
"pollution",64
"pool",37
"poor",3
"poorly",177
"pop",122
"pope",1
"popular",2
"popularity",146
"population",200
"porn",1
"portable",207
"pose",64
"poses",249
"posing",2
"positive",46
"positively",1
"positives",177
"possession",1
"possibilities",146
"possibility",99
"possible",126
"possibly",176
"postpone",249
"postponed",131
"postpones",93
"postponing",1
"posturing",93
"potable",26
"pound",1
"poverty",146
"powerful",239
"powerless",1
"practice",64
"praise",155
"praised",207
"praising",282
"pray",112
"precaution",58
"precautionary",228
"precautions",58
"precious",26
"precipice",1
"precise",146
"precisely",177
"predatory",1
"predict",2
"predicted",64
"predicting",177
"prediction",231
"predictions",207
"predicts",249
"prefer",106
"prefers",1
"pregnancy",282
"prejudices",1
"preliminary",249
"premature",282
"premier",38
"premiere",146
"preparation",282
"prepare",263
"prepared",29
"preparedness",166
"presence",73
"present",174
"preserve",177
"president",64
"pressing",93
"pressure",48
"presumably",1
"presume",93
"pretend",177
"pretending",231
"pretty",53
"prevail",249
"prevent",196
"prevented",2
"preventing",249
"prevention",166
"prevents",207
"prey",1
"priceless",231
"pricey",1
"prick",146
"prickly",1
"pride",114
"priest",207
"primary",94
"prime",58
"primer",93
"prince",1
"princess",146
"principal",178
"prison",1
"pristine",93
"privilege",231
"prize",249
"proactive",231
"proactively",93
"probable",1
"probably",263
"problem",256
"problematic",93
"problems",232
"procedure",93
"proceeding",93
"procession",1
"producer",2
"producing",26
"production",100
"productive",177
"profession",93
"professional",99
"professor",146
"profound",177
"profusion",1
"progress",246
"progressed",93
"progresses",146
"progressing",16
"progression",48
"progressive",231
"prolonged",146
"prolonging",93
"promise",58
"promised",282
"promises",118
"promising",146
"promotion",146
"prompt",177
"promptly",93
"proof",169
"prop",1
"propaganda",231
"propagation",1
"proper",73
"properly",26
"prophet",1
"pros",93
"prospect",207
"prosperity",146
"protect",61
"protected",127
"protecting",176
"protection",141
"protective",146
"protest",93
"protesters",1
"protests",1
"proud",233
"prove",249
"proven",93
"proves",249
"provide",210
"providing",136
"proving",26
"provoking",1
"proxy",1
"prudent",93
"public",84
"puffy",1
"puke",93
"pull",211
"punch",146
"punished",146
"punishing",93
"punishment",207
"punk",1
"puppet",93
"puppets",1
"puppy",64
"pure",48
"purge",1
"purification",93
"purported",1
"quake",1
"qualified",1
"qualify",231
"qualifying",93
"queer",1
"quell",1
"quest",146
"question",296
"questionable",93
"questioned",266
"questioning",177
"questions",92
"quicker",146
"quiet",106
"quieter",93
"quit",282
"quitter",37
"quitting",1
"quote",106
"rabid",1
"racism",93
"racist",93
"rack",93
"radar",64
"radiance",1
"radiation",1
"radical",146
"radicals",1
"radio",67
"radioactive",16
"raffle",282
"rage",263
"raging",287
"rail",231
"rainy",266
"rampage",207
"rampant",249
"random",26
"randomly",1
"randomness",1
"rant",266
"ranted",1
"ranting",93
"rants",146
"rapid",73
"raping",93
"rapport",1
"raptors",207
"rash",1
"rating",231
"rational",1
"rationalize",1
"rattled",231
"ravage",231
"rave",93
"ravine",93
"raving",1
"react",118
"reader",93
"readily",93
"readiness",231
"reading",263
"ready",206
"real",104
"realistic",1
"rear",207
"reason",296
"reasonable",266
"reasonably",1
"reasoned",93
"reassess",1
"reassessed",93
"reassessment",1
"reassurance",93
"reassure",177
"rebate",1
"rebel",93
"rebound",266
"rebounding",1
"rebuttal",1
"recall",87
"recalled",1
"recalling",1
"recalls",231
"received",34
"receiving",172
"recession",146
"recessions",1
"recherche",1
"recipient",1
"reckless",1
"recklessly",93
"reclaim",177
"reclamation",1
"recommend",73
"recommendation",93
"recommendations",37
"recommended",73
"reconsider",37
"reconsidered",1
"reconsiders",146
"reconstruction",249
"recourse",1
"recover",213
"recovery",133
"recreation",16
"recreational",160
"recruits",146
"recuse",1
"redeem",1
"redundant",1
"reflex",1
"reform",177
"refrain",249
"refresh",93
"refreshed",1
"refreshing",207
"refugee",192
"refund",37
"refunded",231
"refuse",114
"refused",64
"refuses",266
"refusing",118
"refute",1
"regain",93
"regard",146
"registry",149
"regret",146
"regrets",1
"regretted",1
"regretting",1
"regulated",177
"regulation",1
"regulations",1
"rehabilitate",1
"reimbursement",177
"rein",1
"reinforcement",1
"reinforcements",282
"reject",93
"rejected",146
"rejecting",1
"rejoice",1
"rejoicing",1
"rejuvenate",1
"rejuvenated",1
"related",13
"relative",48
"relaxation",1
"relaxed",146
"relentless",266
"relentlessly",1
"relevant",94
"reliable",37
"reliance",1
"relief",71
"relieving",93
"religion",231
"relinquish",177
"relish",93
"reluctant",231
"reluctantly",1
"remains",138
"remake",1
"remarkable",147
"remarkably",249
"remediation",1
"remedy",1
"remorse",1
"removal",282
"remove",73
"rencontre",93
"renewal",146
"renewed",146
"repay",231
"repellent",1
"repent",1
"replenish",177
"reporter",246
"repose",1
"reprehensible",1
"represented",93
"representing",282
"reprint",93
"repulsive",1
"reputable",177
"reputation",177
"require",184
"required",236
"requirement",1
"requirements",177
"requires",118
"requiring",48
"rescinded",1
"rescue",120
"resent",1
"reserve",231
"resident",61
"resign",1
"resignation",146
"resigned",1
"resilient",236
"resist",207
"resistance",1
"resistant",1
"resisting",1
"resolve",2
"resounding",93
"resourceful",93
"resources",221
"respect",34
"respectful",93
"respectfully",231
"respite",282
"responsible",135
"responsibly",207
"responsive",207
"rest",78
"restful",1
"restitution",1
"restless",231
"restored",285
"restoring",99
"restrain",1
"restrict",207
"restricted",242
"restricting",1
"restriction",26
"restrictions",26
"result",228
"resumption",177
"retard",93
"retardation",1
"retarded",1
"retards",93
"retirement",1
"retort",93
"retract",1
"retraction",1
"retreat",177
"retribution",93
"reunion",16
"revelation",1
"revels",93
"revenge",93
"reversal",93
"revised",177
"revitalize",93
"revival",93
"revive",1
"revives",1
"revolt",177
"revolting",93
"reward",146
"rewarding",207
"rhetoric",266
"rhetorical",1
"rhythm",1
"ribbon",1
"rich",207
"richer",1
"ridiculed",1
"ridiculous",73
"ridiculously",146
"rifle",1
"right",39
"righteous",93
"righteousness",93
"rightful",1
"rightfully",1
"rightly",1
"rigorous",93
"rip",207
"ripe",1
"ripped",93
"rising",80
"risk",105
"risking",147
"risks",166
"risky",177
"rival",1
"riveting",146
"roadblocks",177
"rob",93
"robust",93
"rock",224
"rockstar",146
"rocky",1
"rod",1
"rogue",146
"rollercoaster",93
"romance",1
"roomy",1
"rot",1
"rotten",177
"rotting",1
"rough",147
"roughly",293
"routine",207
"row",177
"royalty",1
"rubble",64
"rude",146
"rue",146
"ruin",207
"ruined",207
"ruins",26
"rule",266
"ruling",1
"rumbling",1
"rumor",146
"rumors",177
"rumours",106
"rupture",1
"rusty",1
"ruthless",1
"sacrifice",2
"sacrificed",93
"sacrifices",93
"sad",145
"sadly",26
"sadness",99
"safe",181
"safeguard",1
"safely",175
"sage",1
"saint",231
"salary",146
"salute",149
"sanctimonious",1
"sane",93
"sap",93
"sarcasm",93
"satisfaction",1
"satisfy",1
"saturated",146
"savage",1
"save",145
"saver",1
"savings",93
"savvy",93
"scaffold",1
"scam",122
"scams",122
"scar",16
"scarce",177
"scare",231
"scared",192
"scarier",2
"scariest",48
"scarred",146
"scars",266
"scary",159
"scheme",177
"schizophrenia",1
"scholar",93
"school",128
"scientific",146
"scientist",231
"scorching",93
"score",16
"scotch",1
"scramble",122
"scrambled",93
"scrambling",146
"scratchy",1
"screaming",1
"screwed",177
"scribe",1
"script",1
"scrub",1
"scum",177
"sea",146
"seal",1
"seamless",146
"seasoned",1
"secret",282
"secure",222
"securely",146
"seek",166
"seems",36
"seize",1
"seized",177
"seizure",93
"seldom",1
"selective",1
"selfish",146
"selfishly",1
"sensational",1
"sense",13
"sensitive",266
"sentence",1
"septic",1
"sequel",1
"serene",1
"serenity",1
"series",64
"serious",9
"seriously",236
"seriousness",1
"servant",93
"serve",135
"setback",93
"setbacks",93
"settlement",1
"severe",73
"severely",146
"severity",282
"sewage",93
"sewer",231
"sex",207
"sexy",1
"shack",1
"shake",37
"shaking",177
"shaky",1
"shall",2
"sham",1
"shambles",1
"shame",127
"shameful",80
"shamefully",1
"shameless",1
"shamelessly",1
"shape",80
"share",229
"sharply",93
"shattered",231
"shed",249
"shell",149
"shelter",143
"shepherd",1
"shine",48
"shining",231
"shiny",1
"ship",37
"shit",8
"shock",135
"shocked",26
"shocking",87
"shoddy",1
"shoot",282
"shooter",146
"shooting",37
"shopping",122
"shortage",249
"shortages",207
"shortfalls",1
"shortly",242
"shortsighted",1
"shot",287
"shoulder",249
"shout",35
"shove",177
"show",218
"shrink",93
"shrug",1
"shrunk",146
"shunned",1
"shut",4
"shutdown",170
"shutdowns",87
"shuts",114
"shutting",141
"sick",246
"sickening",282
"sickly",1
"siege",1
"signature",1
"significant",59
"signify",1
"silent",170
"silk",1
"silly",177
"simpler",1
"simplest",1
"sin",249
"sincere",48
"sincerely",282
"sincerity",1
"sing",26
"singularly",1
"sinister",1
"sink",2
"sinking",93
"sir",118
"skeptic",146
"skeptical",93
"sketchy",1
"skewed",1
"skid",1
"skill",146
"skilled",146
"skip",266
"sky",295
"slack",93
"slam",146
"slander",93
"slap",249
"slash",93
"slate",16
"slaughtered",93
"slave",2
"slay",93
"sleazy",177
"slick",1
"slim",1
"slime",1
"slip",177
"slog",1
"slow",250
"slowdown",1
"slowdowns",93
"slowed",122
"slower",80
"slowing",48
"slowly",166
"slump",1
"slumping",1
"slush",93
"smack",146
"small",101
"smart",176
"smarter",146
"smartly",1
"smashed",1
"smear",1
"smell",250
"smelling",231
"smells",58
"smelly",1
"smile",174
"smiles",64
"smiling",48
"smoke",279
"smoker",93
"smoldering",93
"smooth",231
"smoothly",249
"smoulder",93
"smouldering",37
"smudges",1
"smug",146
"snake",146
"snarky",1
"sneak",93
"snide",146
"soak",93
"sob",1
"sober",146
"sobering",249
"socialism",1
"socialist",207
"soft",177
"soil",266
"solace",177
"soldier",146
"solid",106
"solidarity",224
"solution",94
"somber",93
"sometime",282
"sometimes",127
"somewhat",93
"somewhere",245
"soot",16
"soothe",1
"soothing",1
"sophisticated",1
"sore",146
"sorely",1
"sorrow",1
"sorry",283
"sorter",1
"soulless",1
"soundly",146
"soup",207
"sour",93
"sovereign",93
"spa",282
"spade",1
"spam",177
"spammers",1
"spamming",93
"spanking",1
"sparkle",1
"spat",1
"special",125
"specialist",177
"speck",1
"spectacle",93
"spectacular",146
"spectacularly",1
"speculate",169
"speculation",93
"speculations",1
"speech",58
"speedy",266
"spelling",93
"spent",276
"spew",177
"spewed",1
"spewing",249
"spider",146
"spike",26
"spirit",274
"spirited",1
"spirits",178
"spiritual",231
"spit",93
"spite",177
"spiteful",1
"splash",1
"splendid",1
"split",231
"splitting",93
"spoil",146
"spoiled",93
"spoiler",93
"spoke",271
"spokesman",146
"sponsor",249
"spontaneous",93
"spooky",146
"sporadically",1
"spotty",231
"spouse",1
"spree",1
"spruce",266
"spur",1
"squelch",93
"stability",249
"stabilization",16
"stabilize",146
"stabilized",146
"stabilizes",1
"stabilizing",93
"stable",99
"staggering",87
"stall",146
"stalls",249
"stampede",1
"standing",130
"standout",1
"standstill",282
"star",37
"staring",146
"stark",26
"start",153
"startling",1
"starving",1
"statement",10
"statue",127
"status",83
"statute",1
"statutory",146
"stave",1
"steadfast",93
"steady",114
"steal",146
"stealing",207
"steep",1
"stellar",48
"sterile",1
"stew",1
"stiff",1
"stifle",1
"stinging",1
"stint",1
"stocks",1
"stole",146
"stolen",94
"stomach",245
"stone",207
"stopped",274
"stopping",147
"stops",141
"store",44
"storm",219
"straightforward",146
"strain",146
"strained",1
"straining",1
"straits",1
"stranded",110
"strange",80
"strangely",1
"stranger",26
"strangest",93
"strategic",2
"stray",146
"streamlined",93
"strength",283
"strengthen",249
"strengthens",1
"stress",281
"stressed",73
"stresses",106
"stressful",166
"stressing",16
"stricken",146
"strictly",93
"strife",1
"strike",80
"striking",93
"strip",106
"stripe",177
"strive",177
"stroke",93
"strong",217
"stronger",220
"strongest",177
"strongly",282
"struck",249
"structural",118
"structure",189
"struggle",48
"struggled",1
"struggles",177
"struggling",114
"stubborn",1
"stuck",8
"study",73
"stumble",1
"stumbled",1
"stunned",266
"stunning",172
"stunt",177
"stupid",178
"stupidest",1
"stupidity",177
"subdued",1
"subject",207
"subjected",1
"submit",282
"subscribe",146
"subsidized",1
"subsidy",1
"substance",146
"substantive",1
"succeed",93
"succeeding",1
"success",169
"successes",1
"successful",135
"successfully",220
"suck",48
"sucker",1
"sucks",87
"sudden",87
"suddenly",249
"sue",93
"suffer",73
"suffered",166
"suffering",192
"suffers",37
"sufficient",266
"sugar",146
"suggest",135
"suggested",207
"suggesting",282
"suggests",73
"suicide",146
"suitable",1
"summoned",1
"sump",1
"sun",174
"sunk",1
"sunny",282
"sunset",87
"sunshine",207
"super",224
"superb",146
"superficial",1
"superhuman",1
"superior",93
"supersede",1
"superstar",146
"supplies",202
"supply",232
"support",162
"supported",208
"supporter",146
"supporting",173
"supportive",2
"supports",28
"suppress",282
"suppression",141
"supreme",1
"supremely",1
"surge",249
"surgery",1
"surpass",141
"surpassed",177
"surpasses",2
"surpassing",146
"surprise",80
"surprised",178
"surprising",146
"surprisingly",231
"surreal",195
"surround",93
"surveillance",141
"surveying",93
"survival",249
"survive",94
"survivor",26
"suspect",48
"suspected",146
"suspend",106
"suspended",265
"suspending",282
"suspends",249
"suspension",207
"suspicious",207
"sustainability",231
"sustainable",207
"swamped",93
"swear",249
"sweat",207
"sweaty",1
"sweeping",249
"sweet",160
"sweetheart",93
"swelled",1
"swelling",1
"swift",207
"swim",146
"swipe",1
"symbolic",207
"sympathetic",1
"sympathize",146
"sympathy",16
"symptoms",146
"syndrome",1
"system",272
"taboo",1
"tackle",26
"tacky",1
"tact",282
"tactics",93
"tale",48
"talent",80
"talented",266
"talents",93
"talk",148
"tank",222
"tanks",26
"task",87
"tasteless",177
"tasty",266
"taught",249
"taunting",1
"tax",255
"taxing",1
"teach",146
"teacher",87
"team",191
"tearful",93
"tease",1
"technology",155
"teens",219
"temper",1
"temptation",93
"tempting",1
"tenacity",93
"tenancy",1
"tenant",16
"tender",93
"tending",1
"tense",80
"tension",146
"tentative",16
"tentatively",37
"tenuous",1
"tenuously",1
"terminal",149
"terrible",45
"terribly",207
"terrific",146
"terror",48
"terrorism",1
"testament",231
"testimony",1
"thank",254
"thankful",47
"theft",2
"theology",1
"theory",249
"therapeutic",1
"thereafter",1
"therein",1
"thicker",146
"thief",1
"thirst",93
"thirsty",146
"thought",57
"thoughtful",48
"thoughtfully",1
"threat",76
"threaten",118
"threatened",178
"threatening",178
"threatens",131
"threats",26
"thrift",16
"thrilled",207
"thrive",207
